IMEI,Device Name,Pick Time,EW,Longitude,NS,Latitude,Speed,Course,Altitude,Temperature,Voltage,Activity,Satellites,HDOP,VDOP,Precision Grade,Validity,Transmission Time,Channel
073588670,HQC6261 Toad,2025-09-20 22:01:00,E,2.2298000,N,50.3990800,0.00,0.0,133.00,26.17,3.67,9498,9,1.0,1.3,A,Yes,2025-10-03 17:17:29,GPRS
073588670,HQC6261 Toad,2025-09-20 10:00:59,E,2.2291800,N,50.3992700,0.00,0.0,134.00,22.57,3.67,3396,7,1.7,3.0,B,Yes,2025-10-03 17:17:29,GPRS
073588670,HQC6261 Toad,2025-09-20 06:00:55,E,2.2290300,N,50.3993300,0.00,0.0,131.00,24.00,3.67,5072,12,0.9,1.1,A,Yes,2025-10-03 17:17:29,GPRS
073588670,HQC6261 Toad,2025-09-20 02:00:55,E,1.3121500,N,50.5437500,53.00,138.0,211.00,20.53,3.67,3740,12,0.7,1.0,A,Yes,2025-10-03 17:17:29,GPRS
073588670,HQC6261 Toad,2025-09-19 22:00:55,W,-2.3753500,N,50.4264900,64.90,87.0,119.00,18.51,3.68,7824,12,1.1,1.3,A,Yes,2025-10-03 17:17:29,GPRS
073588670,HQC6261 Toad,2025-09-19 12:00:28,W,-3.6372000,N,50.4734500,0.00,0.0,47.00,29.07,3.68,2902,5,1.7,2.1,B,Yes,2025-10-03 17:17:29,GPRS
073588670,HQC6261 Toad,2025-09-19 10:00:59,W,-3.6373000,N,50.4735500,0.00,0.0,50.00,37.37,3.67,2298,7,2.7,2.9,B,Yes,2025-09-19 10:01:14,GPRS
073588670,HQC6261 Toad,2025-09-18 22:00:55,W,-3.6375800,N,50.4737900,0.00,0.0,37.00,27.94,3.67,8110,12,1.0,1.2,A,Yes,2025-09-19 10:01:14,GPRS
073588670,HQC6261 Toad,2025-09-18 12:00:55,W,-3.6366900,N,50.4735300,0.00,0.0,45.00,29.13,3.67,8218,10,1.2,1.5,A,Yes,2025-09-18 12:01:10,GPRS
073588670,HQC6261 Toad,2025-09-17 22:00:59,W,-3.6376400,N,50.4736400,0.00,0.0,37.00,27.09,3.67,9056,12,1.1,1.3,A,Yes,2025-09-17 22:01:14,GPRS
073588670,HQC6261 Toad,2025-09-17 10:00:55,W,-3.6372300,N,50.4733500,0.00,0.0,44.00,28.71,3.65,8526,12,0.8,1.0,A,Yes,2025-09-17 10:01:10,GPRS
073588670,HQC6261 Toad,2025-09-16 22:00:55,W,-3.3842500,N,50.7108500,38.30,166.0,140.00,14.76,3.65,4445,12,0.8,1.0,A,Yes,2025-09-16 22:01:11,GPRS
073588670,HQC6261 Toad,2025-09-16 12:00:44,W,-3.1732900,N,51.4091100,2.20,0.0,48.00,32.07,3.67,1913,5,2.5,2.1,B,Yes,2025-09-16 12:01:00,GPRS
073588670,HQC6261 Toad,2025-09-16 10:01:00,W,-3.1731300,N,51.4088100,0.00,0.0,34.00,33.93,3.68,10309,8,1.8,2.0,B,Yes,2025-09-16 10:01:15,GPRS
073588670,HQC6261 Toad,2025-09-15 22:00:55,W,-8.1766600,N,53.1959800,98.80,124.0,690.00,10.96,3.67,40872,12,0.8,0.8,A,Yes,2025-09-15 22:01:12,GPRS
073588670,HQC6261 Toad,2025-09-13 12:55:05,W,-9.9911500,N,54.2506600,0.00,0.0,14.00,27.40,3.69,26125,11,0.9,1.3,A,Yes,2025-09-15 22:01:12,GPRS
073588670,HQC6261 Toad,2025-09-11 16:58:06,W,-9.9909100,N,54.2516800,0.00,0.0,25.00,26.60,3.68,7486,10,1.0,1.9,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-11 12:00:32,W,-9.9908700,N,54.2518200,0.00,0.0,27.00,26.28,3.67,2377,7,1.6,1.7,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-11 10:00:55,W,-9.9908300,N,54.2518600,0.00,0.0,19.00,23.11,3.65,4570,11,1.3,2.0,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-11 06:00:59,W,-9.9913900,N,54.2517200,0.00,0.0,19.00,20.98,3.65,563,7,2.0,2.5,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-11 02:00:55,W,-9.9914000,N,54.2516500,0.00,0.0,22.00,24.16,3.66,535,12,0.7,1.1,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-10 22:00:59,W,-9.9914400,N,54.2516400,0.00,0.0,18.00,22.20,3.67,7011,7,1.1,1.4,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-10 12:00:55,W,-9.9910300,N,54.2517000,0.00,0.0,23.00,25.38,3.71,2363,4,4.7,5.8,C,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-10 10:00:59,W,-9.9910600,N,54.2516500,0.00,0.0,22.00,24.69,3.71,3968,5,6.8,5.1,C,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-10 06:00:59,W,-9.9910200,N,54.2517300,0.00,0.0,20.00,21.82,3.71,558,9,1.0,1.4,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-10 02:00:59,W,-9.9910700,N,54.2519100,0.00,0.0,25.00,24.68,3.73,211,7,1.7,3.2,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-09 22:01:00,W,-9.9910500,N,54.2519000,0.00,0.0,21.00,27.69,3.74,10809,11,1.4,1.9,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-09 12:00:26,W,-9.9910900,N,54.2505000,0.00,0.0,4.00,29.03,3.75,4079,6,2.0,2.0,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-09 10:00:59,W,-9.9908100,N,54.2516700,0.00,0.0,16.00,26.61,3.73,4000,7,2.1,2.7,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-09 06:01:01,W,-9.9907200,N,54.2515100,0.00,0.0,18.00,22.12,3.70,663,7,1.2,2.1,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-09 02:01:00,W,-9.9907100,N,54.2515400,0.00,0.0,17.00,22.17,3.71,618,10,1.0,1.5,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-08 22:00:59,W,-9.9907300,N,54.2515500,0.00,0.0,17.00,23.29,3.72,8300,6,2.8,2.1,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-08 12:00:27,W,-9.9911300,N,54.2517500,1.70,0.0,37.00,24.53,3.76,2585,6,2.4,2.0,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-08 10:00:59,W,-9.9908700,N,54.2519000,0.00,0.0,19.00,27.21,3.76,4610,7,1.9,1.4,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-08 06:01:00,W,-9.9909000,N,54.2517500,0.00,0.0,20.00,24.57,3.76,923,10,0.9,1.5,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-08 02:00:59,W,-9.9907900,N,54.2517900,0.00,0.0,18.00,24.90,3.75,211,7,1.3,1.9,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-07 22:00:59,W,-9.9907800,N,54.2517800,0.00,0.0,19.00,24.47,3.76,10235,7,1.8,2.2,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-07 12:00:30,W,-9.9911200,N,54.2506800,0.00,0.0,12.00,30.17,3.77,3488,5,2.8,2.9,B,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-07 10:00:59,W,-9.9909000,N,54.2517700,0.00,0.0,19.00,25.37,3.75,3980,6,1.6,3.3,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-07 06:00:59,W,-9.9913400,N,54.2517100,0.00,0.0,20.00,23.67,3.76,734,6,1.1,2.4,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-07 02:00:55,W,-9.9914800,N,54.2518500,0.00,0.0,22.00,26.64,3.76,406,12,0.9,1.6,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-06 22:00:59,W,-9.9915000,N,54.2518400,0.00,0.0,21.00,23.32,3.76,6215,10,0.9,1.3,A,Yes,2025-09-11 16:59:24,GPRS
073588670,HQC6261 Toad,2025-09-06 12:00:33,W,-9.9913600,N,54.2517700,0.00,0.0,28.00,26.33,3.77,1475,5,4.4,2.4,C,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-06 10:00:59,W,-9.9917300,N,54.2519500,0.00,0.0,27.00,27.57,3.77,3910,6,2.5,2.5,B,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-06 06:00:56,W,-9.9915200,N,54.2518800,0.00,0.0,23.00,21.94,3.77,727,12,0.8,1.2,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-06 02:00:55,W,-9.9915000,N,54.2518400,0.00,0.0,24.00,23.67,3.77,434,12,0.7,1.0,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-05 22:00:59,W,-9.9915100,N,54.2518500,0.00,0.0,22.00,25.75,3.77,7496,8,1.4,1.9,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-05 12:01:06,W,-9.9913700,N,54.2517000,0.00,0.0,21.00,28.09,3.79,4736,9,1.0,1.7,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-05 08:00:59,W,-9.9910800,N,54.2516900,0.00,0.0,21.00,25.77,3.79,2265,9,1.6,1.5,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-05 04:00:59,W,-9.9910100,N,54.2515900,0.00,0.0,19.00,23.10,3.79,329,9,1.0,1.4,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-05 00:00:59,W,-9.9910400,N,54.2515800,0.00,0.0,21.00,22.80,3.80,564,9,1.0,1.4,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-04 20:01:05,W,-9.9910200,N,54.2515800,0.00,0.0,19.00,21.91,3.80,5205,7,1.5,1.4,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-04 16:01:00,W,-9.9906700,N,54.2514600,0.00,0.0,20.00,25.42,3.85,8172,6,4.0,5.7,C,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-04 12:00:59,W,-9.9909000,N,54.2512700,0.00,0.0,14.00,32.72,3.80,7252,8,1.8,4.3,B,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-04 06:01:00,W,-9.9909800,N,54.2514800,0.00,0.0,18.00,20.14,3.77,954,10,1.1,1.4,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-04 02:00:55,W,-9.9908900,N,54.2514200,0.00,0.0,16.00,23.96,3.77,123,12,0.8,1.3,A,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-03 22:00:59,W,-9.9908800,N,54.2514200,0.00,0.0,17.00,26.82,3.78,12089,7,2.0,3.3,B,Yes,2025-09-06 12:01:27,GPRS
073588670,HQC6261 Toad,2025-09-03 12:00:32,W,-9.9911400,N,54.2505800,0.00,0.0,21.00,26.96,3.78,3040,5,2.5,3.0,B,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-03 10:00:59,W,-9.9914000,N,54.2516500,0.00,0.0,20.00,26.57,3.76,4860,8,1.1,1.9,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-03 06:00:59,W,-9.9914800,N,54.2516400,0.00,0.0,20.00,22.38,3.75,958,8,1.0,1.6,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-03 02:00:55,W,-9.9914300,N,54.2516500,0.00,0.0,22.00,25.28,3.75,949,10,0.9,1.6,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-02 22:00:59,W,-9.9914300,N,54.2516700,0.00,0.0,21.00,24.05,3.76,8872,9,1.1,1.5,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-02 12:00:30,W,-9.9914600,N,54.2524500,0.00,0.0,34.00,25.56,3.78,2955,6,2.0,2.0,B,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-02 10:01:00,W,-9.9918300,N,54.2519400,0.00,0.0,27.00,28.06,3.76,5032,8,1.3,1.9,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-02 06:00:59,W,-9.9915500,N,54.2518700,0.00,0.0,21.00,22.49,3.75,695,5,1.6,2.7,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-02 02:00:59,W,-9.9914900,N,54.2518200,0.00,0.0,26.00,25.42,3.75,436,7,1.2,1.6,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-01 22:00:59,W,-9.9914700,N,54.2518200,0.00,0.0,24.00,24.06,3.76,7751,6,1.9,2.3,B,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-01 12:00:27,W,-9.9909700,N,54.2519900,0.00,0.0,30.00,31.61,3.77,2587,12,1.2,1.3,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-01 10:00:55,W,-9.9911800,N,54.2519800,0.00,0.0,24.00,23.50,3.77,4863,12,0.6,1.0,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-01 06:00:59,W,-9.9915000,N,54.2516400,0.00,0.0,20.00,21.79,3.77,451,6,2.3,3.0,B,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-09-01 02:00:59,W,-9.9915200,N,54.2516300,0.00,0.0,23.00,24.86,3.77,275,8,1.0,1.9,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-08-31 22:00:59,W,-9.9915200,N,54.2516300,0.00,0.0,22.00,24.48,3.77,7453,5,1.6,2.4,A,Yes,2025-09-03 12:01:48,GPRS
073588670,HQC6261 Toad,2025-08-31 12:01:00,W,-9.9917700,N,54.2519200,0.00,0.0,24.00,24.23,3.76,2169,7,2.0,3.0,B,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-31 10:00:59,W,-9.9917900,N,54.2519600,0.00,0.0,26.00,22.46,3.72,4124,7,1.3,1.9,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-31 06:00:59,W,-9.9916800,N,54.2519000,0.00,0.0,25.00,22.44,3.71,779,8,0.9,1.7,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-31 02:00:59,W,-9.9916300,N,54.2518200,0.00,0.0,24.00,22.60,3.72,180,5,1.5,2.3,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-30 22:00:59,W,-9.9916200,N,54.2518200,0.00,0.0,25.00,25.29,3.73,5410,6,1.6,1.7,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-30 12:00:31,W,-9.9916500,N,54.2520000,0.00,0.0,22.00,27.03,3.76,2255,5,3.7,2.3,C,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-30 10:01:00,W,-9.9916200,N,54.2519600,0.00,0.0,24.00,22.25,3.76,3939,9,1.0,2.0,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-30 06:00:59,W,-9.9914900,N,54.2518300,0.00,0.0,23.00,22.52,3.76,496,7,1.5,1.6,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-30 02:01:06,W,-9.9914700,N,54.2518300,0.00,0.0,24.00,26.05,3.77,195,7,1.5,2.1,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-29 22:01:06,W,-9.9914900,N,54.2518300,0.00,0.0,22.00,25.15,3.77,7338,5,1.4,3.3,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-29 12:00:37,W,-9.9913400,N,54.2519100,0.00,0.0,28.00,32.70,3.78,2388,5,6.4,4.2,C,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-29 10:01:06,W,-9.9912300,N,54.2517200,0.00,0.0,22.00,31.22,3.78,5328,7,1.5,3.7,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-29 06:00:59,W,-9.9911400,N,54.2521900,0.00,0.0,23.00,24.76,3.76,788,7,1.1,1.5,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-29 02:00:59,W,-9.9910700,N,54.2521700,0.00,0.0,23.00,22.21,3.76,244,7,1.2,1.3,A,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-28 22:00:59,W,-9.9910600,N,54.2521900,0.00,0.0,24.00,24.62,3.77,8259,4,1.7,3.7,B,Yes,2025-08-31 12:02:17,GPRS
073588670,HQC6261 Toad,2025-08-28 12:01:00,W,-9.9913000,N,54.2520000,0.00,0.0,23.00,25.16,3.74,2349,9,1.1,1.7,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-28 10:00:59,W,-9.9913000,N,54.2522000,0.00,0.0,25.00,23.50,3.73,2397,7,1.4,3.0,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-28 06:01:11,W,-9.9913300,N,54.2521200,0.00,0.0,25.00,21.53,3.74,447,6,3.5,4.4,B,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-28 02:00:59,W,-9.9912100,N,54.2521300,0.00,0.0,23.00,24.76,3.74,244,8,1.6,1.6,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-27 22:01:12,W,-9.9912000,N,54.2521200,0.00,0.0,24.00,26.12,3.75,6128,10,1.3,2.1,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-27 12:00:29,W,-9.9912600,N,54.2518700,0.00,307.0,36.00,28.09,3.76,2362,5,6.4,5.1,C,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-27 10:00:59,W,-9.9913200,N,54.2519300,0.00,0.0,25.00,34.12,3.74,4109,10,1.0,1.8,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-27 06:00:59,W,-9.9912100,N,54.2521200,0.00,0.0,20.00,21.35,3.69,585,7,1.6,2.3,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-27 02:01:06,W,-9.9911700,N,54.2521100,0.00,0.0,23.00,22.21,3.70,238,8,1.4,1.8,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-26 22:00:59,W,-9.9911600,N,54.2521100,0.00,0.0,23.00,23.39,3.71,5862,11,1.1,1.7,A,Yes,2025-08-28 12:01:14,GPRS
073588670,HQC6261 Toad,2025-08-26 12:00:31,W,-9.9913500,N,54.2520100,0.00,0.0,40.00,25.21,3.76,2222,7,2.0,2.0,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-26 10:00:55,W,-9.9914000,N,54.2519200,0.00,0.0,23.00,26.09,3.76,3900,12,0.9,1.5,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-26 06:00:59,W,-9.9913200,N,54.2521700,0.00,0.0,25.00,24.25,3.76,807,6,2.0,3.6,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-26 02:00:59,W,-9.9913000,N,54.2521100,0.00,0.0,26.00,23.25,3.76,351,7,1.0,1.5,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-25 22:00:55,W,-9.9913300,N,54.2520900,0.00,0.0,24.00,26.49,3.76,5126,8,1.7,2.1,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-25 12:00:56,W,-9.9910100,N,54.2518300,0.00,246.0,22.00,22.93,3.77,1503,7,1.4,2.3,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-25 10:00:59,W,-9.9910600,N,54.2519100,0.00,0.0,23.00,24.79,3.77,5660,9,1.0,1.6,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-25 06:00:59,W,-9.9911100,N,54.2520000,0.00,0.0,21.00,27.23,3.77,1013,9,0.9,1.4,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-25 02:00:59,W,-9.9910900,N,54.2519900,0.00,0.0,23.00,25.49,3.77,404,6,2.8,2.3,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-24 22:00:59,W,-9.9911000,N,54.2520100,0.00,0.0,23.00,27.69,3.79,5886,7,1.4,1.7,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-24 12:00:39,W,-9.9905600,N,54.2516600,0.00,0.0,27.00,32.79,3.78,2584,5,2.3,1.4,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-24 10:00:59,W,-9.9908100,N,54.2518700,0.00,0.0,20.00,29.64,3.77,4764,8,1.8,3.4,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-24 06:00:55,W,-9.9912100,N,54.2522200,0.00,0.0,24.00,25.61,3.76,835,12,1.2,1.6,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-24 02:00:59,W,-9.9911800,N,54.2522700,0.00,0.0,24.00,28.38,3.77,157,7,3.0,2.2,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-23 22:00:59,W,-9.9911900,N,54.2522800,0.00,0.0,24.00,30.87,3.77,5274,7,1.2,1.9,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-23 12:00:32,W,-9.9913200,N,54.2524300,0.00,0.0,32.00,30.88,3.78,2176,6,3.3,1.8,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-23 10:00:59,W,-9.9912600,N,54.2522000,0.00,0.0,25.00,30.23,3.76,4647,9,1.0,2.1,A,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-23 06:01:00,W,-9.9910700,N,54.2522000,0.00,0.0,27.00,24.17,3.75,750,5,3.4,5.4,B,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-23 02:01:12,W,-9.9911800,N,54.2521700,0.00,0.0,21.00,26.03,3.75,472,5,4.9,6.4,C,Yes,2025-08-26 12:02:22,GPRS
073588670,HQC6261 Toad,2025-08-22 22:00:59,W,-9.9911900,N,54.2521800,0.00,0.0,22.00,26.32,3.76,6814,5,2.0,2.8,B,Yes,2025-08-26 12:02:22,GPRS
